place_name,district_name,latitude,longitude,popularity_rating,average_temperature,type_of_place,best_visiting_month,short_description
Jim Corbett National Park,Nainital,30.4608,78.6442,1,15.7,Lake,February,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis
Mussoorie,Pauri Garhwal,29.2025,78.9278,4,29.6,Temple,May,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut
Lansdowne,Almora,30.5529,80.1288,3,1.9,Temple,May,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur
Jim Corbett National Park,Uttarkashi,30.9284,80.0352,2,8.8,Lake,December,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus
Almora,Tehri Garhwal,29.7844,80.0326,4,23.6,Wildlife Sanctuary,November,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero
Chopta,Uttarkashi,29.5229,78.5364,2,10.4,Wildlife Sanctuary,August,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus
Rishikesh,Bageshwar,30.505,78.5548,3,21.2,Trek,June,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis
Jim Corbett National Park,Tehri Garhwal,29.47,80.0099,2,16.4,Hill Station,May,suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus
Almora,Nainital,30.0783,79.1503,1,11.5,Trek,October,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum
Lansdowne,Bageshwar,29.4493,79.9705,5,16.0,Wildlife Sanctuary,July,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus
Rishikesh,Pauri Garhwal,31.155,78.7471,4,5.9,Hill Station,March,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at
Auli,Pauri Garhwal,29.8686,80.2298,1,4.7,Trek,July,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus
Ranikhet,Chamoli,30.7416,80.4577,3,13.1,Trek,May,turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate
Jim Corbett National Park,Nainital,30.0727,79.3428,5,5.0,Trek,February,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a
Almora,Uttarkashi,31.1435,78.3734,3,24.5,Hill Station,January,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa
Chopta,Nainital,31.206,78.5515,3,27.0,Lake,September,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie
Chopta,Pauri Garhwal,30.4639,78.4281,4,5.3,Trek,October,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna
Haridwar,Rudraprayag,29.7206,77.8809,5,14.3,Lake,August,nec sem duis aliquam convallis nunc proin at turpis a
Mussoorie,Uttarkashi,30.2636,79.8156,1,21.2,Wildlife Sanctuary,July,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus
Jim Corbett National Park,Pauri Garhwal,29.9781,80.2076,2,23.1,Hill Station,January,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis
Mussoorie,Nainital,30.0703,78.8748,1,0.0,Lake,May,mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean
Nainital,Haridwar,30.698,77.6387,4,24.3,Temple,October,rhoncus dui vel sem sed sagittis nam congue risus semper porta
Haridwar,Tehri Garhwal,31.384,78.514,4,4.8,Adventure Spot,January,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec
Auli,Uttarkashi,31.451,78.4819,1,19.0,Hill Station,June,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui
Mussoorie,Bageshwar,29.8673,77.652,3,13.6,Trek,February,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed
Almora,Nainital,31.1832,79.0629,5,4.2,Trek,May,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam
Auli,Haridwar,30.9493,78.0503,4,24.6,Adventure Spot,August,suspendisse potenti in eleifend quam a odio in hac habitasse platea
Ranikhet,Dehradun,30.4383,78.1759,3,1.2,Hill Station,January,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel
Jim Corbett National Park,Rudraprayag,30.1946,79.7636,1,20.6,Lake,January,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo
Almora,Dehradun,30.7602,80.0423,4,21.1,Adventure Spot,September,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio
Lansdowne,Uttarkashi,29.4688,78.1675,1,16.5,Temple,December,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est
Nainital,Almora,29.7856,78.0479,1,23.4,Temple,July,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate
Haridwar,Nainital,29.5915,77.6462,3,1.6,Trek,February,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien
Jim Corbett National Park,Nainital,29.636,77.8741,3,3.2,Hill Station,July,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam
Lansdowne,Bageshwar,29.0772,79.1064,4,14.7,Temple,July,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum
Almora,Nainital,30.8124,77.7113,3,17.2,Temple,February,duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate
Lansdowne,Tehri Garhwal,29.2964,78.9104,5,10.8,Lake,August,suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla
Mussoorie,Haridwar,30.2435,79.7209,2,25.6,Lake,November,proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis
Ranikhet,Nainital,30.8014,78.4725,2,25.0,Wildlife Sanctuary,February,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus
Auli,Dehradun,29.0923,77.7928,5,22.0,Lake,June,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis
Almora,Tehri Garhwal,30.2458,80.3556,2,25.8,Adventure Spot,August,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie
Jim Corbett National Park,Bageshwar,29.5713,80.0673,3,29.1,Hill Station,October,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh
Nainital,Chamoli,30.6656,77.9794,4,20.6,Adventure Spot,November,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus
Jim Corbett National Park,Bageshwar,31.0518,80.2903,1,13.0,Lake,June,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis
Haridwar,Almora,29.868,77.789,1,7.8,Wildlife Sanctuary,February,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id
Rishikesh,Nainital,30.9586,78.0384,3,16.2,Hill Station,July,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo
Mussoorie,Dehradun,29.0911,78.4029,5,19.7,Adventure Spot,October,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam
Almora,Bageshwar,29.7599,77.6142,4,24.5,Wildlife Sanctuary,April,dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel
Ranikhet,Almora,31.2831,79.1215,2,25.2,Temple,May,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna
Lansdowne,Bageshwar,30.0407,79.0335,4,27.7,Trek,May,maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque
Lansdowne,Tehri Garhwal,30.09,77.7226,1,11.9,Hill Station,July,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien
Auli,Dehradun,30.6629,78.216,2,28.5,Lake,July,convallis nunc proin at turpis a pede posuere nonummy integer
Jim Corbett National Park,Almora,31.4715,79.832,3,21.4,Temple,January,ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit
Chopta,Rudraprayag,30.5433,79.0463,3,23.3,Lake,February,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula
Ranikhet,Almora,30.6797,78.6521,4,13.1,Temple,October,mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl
Jim Corbett National Park,Tehri Garhwal,29.523,78.4597,2,17.0,Temple,February,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus
Haridwar,Tehri Garhwal,29.3457,77.8816,1,6.8,Hill Station,July,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper
Rishikesh,Pauri Garhwal,31.3722,80.0667,1,12.8,Lake,January,lobortis ligula sit amet eleifend pede libero quis orci nullam
Lansdowne,Nainital,29.6549,78.7969,2,1.0,Temple,September,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit
Nainital,Nainital,29.4508,79.3586,4,2.3,Lake,April,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat
Auli,Bageshwar,29.4421,77.5851,1,6.0,Lake,January,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum
Haridwar,Rudraprayag,29.3998,78.8218,4,19.6,Temple,November,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla
Mussoorie,Almora,30.959,78.5705,2,28.4,Lake,August,vestibulum ante ipsum primis in faucibus orci luctus et ultrices
Lansdowne,Almora,30.1036,77.9607,5,2.8,Hill Station,November,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet
Jim Corbett National Park,Haridwar,29.076,79.1127,4,25.4,Trek,June,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum
Lansdowne,Dehradun,29.748,78.6579,4,19.8,Wildlife Sanctuary,April,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices
Haridwar,Rudraprayag,29.7634,79.3312,3,17.6,Trek,June,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel
Ranikhet,Rudraprayag,30.1301,79.6998,2,6.0,Wildlife Sanctuary,December,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui
Lansdowne,Chamoli,29.5818,78.7223,1,24.7,Temple,August,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a
Mussoorie,Pauri Garhwal,30.5627,78.5612,1,26.5,Temple,July,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim
Rishikesh,Pauri Garhwal,29.0994,79.5205,4,13.1,Adventure Spot,March,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra
Rishikesh,Almora,29.7564,78.1501,2,13.2,Lake,June,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque
Ranikhet,Nainital,29.4551,80.4667,4,22.1,Hill Station,June,felis donec semper sapien a libero nam dui proin leo odio porttitor id
Ranikhet,Nainital,30.0514,77.9766,1,13.0,Hill Station,April,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu
Rishikesh,Tehri Garhwal,30.782,79.1673,1,26.1,Trek,August,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis
Almora,Almora,29.3053,77.8785,3,20.0,Trek,January,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio
Rishikesh,Nainital,30.6983,80.3904,4,10.9,Adventure Spot,November,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis
Rishikesh,Dehradun,30.2905,80.3824,4,26.5,Temple,August,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum
Ranikhet,Tehri Garhwal,31.3218,78.4691,2,18.8,Temple,June,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus
Ranikhet,Uttarkashi,31.449,77.6852,2,13.9,Lake,September,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis
Haridwar,Chamoli,29.8776,78.1812,5,14.3,Temple,February,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum
Mussoorie,Uttarkashi,30.6548,79.2479,1,18.2,Wildlife Sanctuary,June,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt
Haridwar,Tehri Garhwal,29.933,79.2953,3,2.9,Hill Station,June,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat
Nainital,Haridwar,31.0191,78.8288,2,6.4,Wildlife Sanctuary,July,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam
Lansdowne,Bageshwar,30.0586,79.0654,5,17.7,Lake,April,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque
Chopta,Rudraprayag,30.9757,78.0827,4,29.2,Trek,December,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est
Mussoorie,Rudraprayag,30.7817,79.088,1,12.1,Trek,January,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis
Rishikesh,Bageshwar,29.7443,80.0928,3,18.1,Adventure Spot,July,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis
Haridwar,Uttarkashi,29.5249,77.6261,5,16.9,Temple,June,dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit
Haridwar,Almora,29.8755,80.1681,4,14.5,Temple,November,elit ac nulla sed vel enim sit amet nunc viverra
Ranikhet,Nainital,30.64,79.1761,3,11.6,Trek,August,mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel
Nainital,Dehradun,29.6058,78.9837,4,24.8,Hill Station,April,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada
Lansdowne,Uttarkashi,29.0239,80.4337,1,25.0,Adventure Spot,April,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna
Rishikesh,Bageshwar,29.8348,79.9841,4,20.4,Adventure Spot,January,praesent blandit lacinia erat vestibulum sed magna at nunc commodo
Nainital,Tehri Garhwal,31.0672,78.9335,2,2.2,Hill Station,March,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit
Haridwar,Almora,31.4159,77.9773,5,3.6,Lake,June,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien
Haridwar,Haridwar,31.316,79.6888,1,3.4,Lake,July,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea
Auli,Rudraprayag,29.7427,79.0813,3,24.1,Adventure Spot,April,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam
Almora,Tehri Garhwal,31.2218,80.1568,1,2.1,Temple,October,neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean
Almora,Uttarkashi,30.085,80.0769,5,18.3,Hill Station,July,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
Chopta,Uttarkashi,29.9413,79.8936,2,16.0,Temple,December,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes
Jim Corbett National Park,Dehradun,29.6808,79.9579,3,16.1,Temple,June,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium
Lansdowne,Chamoli,29.3558,78.4449,2,15.1,Lake,May,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla
Rishikesh,Uttarkashi,31.4135,78.2683,1,23.5,Hill Station,April,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam
Chopta,Tehri Garhwal,30.6399,78.8788,4,22.9,Adventure Spot,February,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris
Auli,Almora,29.8156,78.9022,5,21.2,Trek,September,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus
Auli,Tehri Garhwal,29.8906,79.4828,4,6.4,Trek,August,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede
Mussoorie,Dehradun,29.4645,78.8946,4,1.0,Hill Station,June,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula
Lansdowne,Pauri Garhwal,30.5992,79.126,1,20.0,Lake,January,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor
Jim Corbett National Park,Rudraprayag,29.4226,78.7637,2,2.0,Wildlife Sanctuary,December,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate
Haridwar,Haridwar,30.9725,78.5338,3,26.7,Lake,April,integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu
Haridwar,Pauri Garhwal,30.3156,78.8378,4,18.6,Wildlife Sanctuary,August,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non
Ranikhet,Pauri Garhwal,30.3764,78.0243,1,7.0,Wildlife Sanctuary,December,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac
Ranikhet,Chamoli,31.0651,80.0602,2,6.5,Temple,October,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum
Lansdowne,Nainital,30.7931,78.8705,4,9.5,Wildlife Sanctuary,May,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque
Haridwar,Rudraprayag,31.055,78.611,5,17.7,Trek,December,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis
Ranikhet,Haridwar,31.1542,78.2997,4,19.8,Adventure Spot,July,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent
Almora,Uttarkashi,29.8743,78.4903,5,2.9,Hill Station,April,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede
Rishikesh,Haridwar,29.2737,79.3589,5,2.9,Lake,December,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi
Ranikhet,Haridwar,30.7599,77.6813,3,14.8,Lake,April,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi
Auli,Bageshwar,31.0963,77.7846,3,23.6,Temple,December,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum
Almora,Bageshwar,29.5812,79.4068,2,14.4,Hill Station,March,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum
Almora,Tehri Garhwal,31.3198,78.4638,4,21.7,Adventure Spot,August,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at
Jim Corbett National Park,Nainital,29.5226,78.1996,4,14.5,Wildlife Sanctuary,January,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus
Lansdowne,Uttarkashi,29.5709,77.7918,1,2.3,Wildlife Sanctuary,May,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper
Auli,Dehradun,30.3964,77.5015,1,29.5,Temple,October,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare
Lansdowne,Haridwar,29.9538,79.1035,3,3.7,Lake,July,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae
Auli,Haridwar,30.0545,78.815,1,17.7,Trek,November,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus
Jim Corbett National Park,Uttarkashi,29.446,80.2666,1,1.2,Hill Station,April,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit
Ranikhet,Haridwar,29.0662,80.1835,2,27.0,Hill Station,January,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis
Almora,Rudraprayag,30.3195,80.2801,1,4.0,Lake,December,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus
Nainital,Dehradun,30.3554,80.1205,1,7.6,Hill Station,March,tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac
Mussoorie,Bageshwar,29.7541,80.2092,1,26.4,Wildlife Sanctuary,April,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh
Nainital,Bageshwar,29.92,79.303,3,24.7,Adventure Spot,March,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus
Rishikesh,Dehradun,30.2859,80.1379,4,1.4,Wildlife Sanctuary,January,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis
Ranikhet,Almora,30.3228,77.6502,2,17.6,Temple,November,mi sit amet lobortis sapien sapien non mi integer ac
Jim Corbett National Park,Pauri Garhwal,29.1705,78.7361,3,14.1,Trek,November,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus
Mussoorie,Dehradun,30.568,80.1881,5,4.4,Wildlife Sanctuary,January,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor
Lansdowne,Almora,30.8683,80.3546,5,11.0,Temple,September,nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor
Almora,Bageshwar,30.1319,79.3402,3,6.7,Lake,March,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus
Jim Corbett National Park,Haridwar,30.1055,79.3657,1,28.9,Wildlife Sanctuary,April,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas
Lansdowne,Dehradun,30.6183,77.5325,4,7.2,Lake,June,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat
Haridwar,Pauri Garhwal,29.159,79.7011,4,23.8,Lake,April,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla
Auli,Rudraprayag,31.2035,79.8839,4,13.3,Adventure Spot,January,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra
Almora,Dehradun,30.2449,78.7334,2,27.6,Hill Station,July,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac
Haridwar,Uttarkashi,29.3556,79.9765,1,15.9,Wildlife Sanctuary,September,nam dui proin leo odio porttitor id consequat in consequat ut nulla
Auli,Tehri Garhwal,30.4789,78.2366,5,24.8,Wildlife Sanctuary,February,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis
Auli,Haridwar,30.9757,78.1728,4,8.4,Adventure Spot,March,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque
Ranikhet,Pauri Garhwal,31.0286,80.0951,4,11.4,Lake,October,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti
Rishikesh,Rudraprayag,30.439,78.0773,1,16.9,Adventure Spot,April,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla
Nainital,Pauri Garhwal,30.0858,80.212,5,10.5,Hill Station,August,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede
Rishikesh,Rudraprayag,31.1142,80.1905,2,26.3,Hill Station,March,dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis
Almora,Almora,30.16,80.4208,1,19.8,Trek,June,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum
Almora,Rudraprayag,29.138,77.8245,2,20.2,Hill Station,June,erat id mauris vulputate elementum nullam varius nulla facilisi cras
Chopta,Chamoli,29.7618,79.7144,5,5.4,Temple,August,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat
Chopta,Bageshwar,29.0537,78.4618,3,0.5,Trek,July,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus
Jim Corbett National Park,Rudraprayag,30.6625,80.4008,2,11.6,Trek,June,primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam
Haridwar,Rudraprayag,29.6458,78.3917,3,23.3,Temple,May,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris
Chopta,Almora,30.4779,78.8404,4,14.7,Adventure Spot,August,ligula sit amet eleifend pede libero quis orci nullam molestie nibh
Haridwar,Uttarkashi,31.4508,77.6037,5,2.1,Lake,March,erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum
Rishikesh,Haridwar,31.4301,79.8861,4,19.3,Wildlife Sanctuary,April,porttitor pede justo eu massa donec dapibus duis at velit eu est
Nainital,Nainital,30.9903,79.0901,5,22.2,Trek,December,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent
Chopta,Almora,30.2222,78.3868,3,21.9,Adventure Spot,September,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat
Ranikhet,Tehri Garhwal,29.2457,80.035,2,29.9,Lake,May,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at
Auli,Almora,29.3095,78.4277,2,19.9,Temple,July,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum
Almora,Tehri Garhwal,29.8893,80.0066,2,3.7,Lake,March,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia
Nainital,Chamoli,29.4181,77.9554,4,14.6,Lake,February,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula
Chopta,Rudraprayag,31.3651,79.1519,5,8.6,Lake,March,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet
Chopta,Rudraprayag,29.2447,77.9351,3,29.3,Trek,May,lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui
Auli,Tehri Garhwal,29.8152,77.9495,4,8.1,Hill Station,December,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed
Ranikhet,Almora,30.8724,80.3949,2,2.4,Wildlife Sanctuary,May,eu felis fusce posuere felis sed lacus morbi sem mauris
Auli,Haridwar,29.7091,78.0064,5,1.6,Adventure Spot,October,non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis
Jim Corbett National Park,Uttarkashi,31.3927,79.6981,1,17.5,Hill Station,August,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas
Lansdowne,Chamoli,30.0205,78.832,1,23.6,Lake,November,lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer
Ranikhet,Bageshwar,30.1366,78.4444,1,22.4,Adventure Spot,November,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat
Chopta,Tehri Garhwal,30.3413,77.7467,5,5.4,Lake,April,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede
Haridwar,Bageshwar,30.5455,79.7533,3,7.8,Hill Station,March,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper
